,0,1,2,3,4,5,6,7,8
,0,1,2,3,4,5,6,7,8
0,988552,5,342207,166414,0.99,590,0.009,322,0.001
,0,1,2,3,4,5,6,7,8
0,1758830782,5,11502,6629,0.99,17,0.009,8,0.001
,0,1,2,3,4,5,6,7,8
0,8386187,5,925251,573687,0.98,3978,0.015,3054,0.005
,0,1,2,3,4,5,6,7,8
0,100007423232,5,790474,427432,0.99,1875,0.009,816,0.001
,0,1,2,3,4,5,6,7,8
0,100006840076,5,185354,71259,0.99,197,0.009,121,0.001
,0,1,2,3,4,5,6,7,8
0,7340167,5,1367872,291727,0.98,2689,0.015,1512,0.005
,0,1,2,3,4,5,6,7,8
0,1116717628,5,2915,1311,0.98,7,0.005,13,0.015
,0,1,2,3,4,5,6,7,8
0,100016718694,5,85587,49229,0.99,80,0.001,101,0.009
,0,1,2,3,4,5,6,7,8
0,30494640062,5,65828,23888,0.98,249,0.012,208,0.008
,0,1,2,3,4,5,6,7,8
0,1158162,5,16976,8459,0.99,44,0.007,31,0.003
,0,1,2,3,4,5,6,7,8
0,1614485,5,52620,28163,0.99,125,0.007,86,0.003
,0,1,2,3,4,5,6,7,8
0,4044851,5,515513,207488,0.98,1385,0.016,938,0.004
,0,1,2,3,4,5,6,7,8
0,10026359815301,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100003249787,5,85601,49243,0.99,80,0.001,101,0.009
,0,1,2,3,4,5,6,7,8
0,1436003,5,527208,342892,0.99,1168,0.009,606,0.001
,0,1,2,3,4,5,6,7,8
0,100005343215,5,38986,29584,0.98,347,0.014,201,0.006
,0,1,2,3,4,5,6,7,8
0,64429985410,5,173,28,0.9,2,0.068,1,0.032
,0,1,2,3,4,5,6,7,8
0,100000174683,5,185344,71249,0.99,197,0.009,121,0.001
,0,1,2,3,4,5,6,7,8
0,8527048,5,52551,16886,0.99,59,0.009,27,0.001
,0,1,2,3,4,5,6,7,8
0,1627856770,5,122101,76582,0.97,774,0.009,953,0.021
,0,1,2,3,4,5,6,7,8
0,6090959,5,41557,20809,0.98,137,0.015,118,0.005
,0,1,2,3,4,5,6,7,8
0,100015176488,5,220587,79642,0.99,246,0.009,115,0.001
,0,1,2,3,4,5,6,7,8
0,548355,5,203622,116776,0.99,280,0.009,120,0.001
,0,1,2,3,4,5,6,7,8
0,100014521514,5,8152,1430,0.97,25,0.026,7,0.004
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1770383836,5,3947,2424,0.99,6,0.002,8,0.008
,0,1,2,3,4,5,6,7,8
0,100007625679,5,96891,18192,0.99,85,0.008,49,0.002
,0,1,2,3,4,5,6,7,8
0,903423,5,423263,249104,0.99,1168,0.008,592,0.002
,0,1,2,3,4,5,6,7,8
0,531066,5,699905,378051,0.99,1562,0.008,852,0.002
,0,1,2,3,4,5,6,7,8
0,100008656013,5,182150,52678,0.99,212,0.009,93,0.001
,0,1,2,3,4,5,6,7,8
0,2792916,5,128725,81919,0.99,224,0.009,83,0.001
,0,1,2,3,4,5,6,7,8
0,10023330738269,5,201,39,0.92,3,0.08,0,0.0
,0,1,2,3,4,5,6,7,8
0,100009136675,5,10933,1882,0.99,7,0.009,2,0.001
,0,1,2,3,4,5,6,7,8
0,10021821525095,5,6682,5294,0.99,7,0.009,7,0.001
,0,1,2,3,4,5,6,7,8
0,1590386,5,2219950,1195368,0.99,4183,0.008,2458,0.002
,0,1,2,3,4,5,6,7,8
0,10022772773805,5,2048,661,0.98,6,0.012,6,0.008
,0,1,2,3,4,5,6,7,8
0,531062,5,790476,427434,0.99,1875,0.009,816,0.001
,0,1,2,3,4,5,6,7,8
0,40063311129,5,90713,47757,0.99,143,0.002,192,0.008
,0,1,2,3,4,5,6,7,8
0,100014521494,5,10666,1873,0.98,17,0.018,4,0.002
,0,1,2,3,4,5,6,7,8
0,781897,5,834143,485438,0.99,1784,0.008,1123,0.002
,0,1,2,3,4,5,6,7,8
0,100015198844,5,2304,330,0.99,2,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,7340167,5,1367873,291728,0.98,2689,0.015,1512,0.005
,0,1,2,3,4,5,6,7,8
0,26882262351,5,267610,100970,0.99,372,0.008,210,0.002
,0,1,2,3,4,5,6,7,8
0,68862067183,5,14,2,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100008429725,5,14244,1764,0.97,36,0.024,11,0.006
,0,1,2,3,4,5,6,7,8
0,781898,5,834140,485435,0.99,1784,0.008,1123,0.002
,0,1,2,3,4,5,6,7,8
0,100006143131,5,13909,2140,0.99,12,0.009,4,0.001
,0,1,2,3,4,5,6,7,8
0,100002934271,5,110689,32949,0.99,111,0.009,59,0.001
,0,1,2,3,4,5,6,7,8
0,1436003,5,527207,342892,0.99,1168,0.009,606,0.001
,0,1,2,3,4,5,6,7,8
0,4656486,5,834138,485433,0.99,1784,0.008,1123,0.002
,0,1,2,3,4,5,6,7,8
0,41220805953,5,267408,45875,0.98,440,0.015,274,0.005
,0,1,2,3,4,5,6,7,8
0,2235822,5,16017,8581,0.99,17,0.01,7,0.0
,0,1,2,3,4,5,6,7,8
0,1313114,5,179886,121938,0.99,266,0.009,124,0.001
,0,1,2,3,4,5,6,7,8
0,100004485148,5,14062,2757,0.97,43,0.024,17,0.006
,0,1,2,3,4,5,6,7,8
0,12376541795,5,1785,749,0.99,1,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,65216247951,5,44211,8115,0.96,146,0.026,121,0.014
,0,1,2,3,4,5,6,7,8
0,100002836855,5,13007,1834,0.99,4,0.009,3,0.001
,0,1,2,3,4,5,6,7,8
0,100007660838,5,77800,73298,0.99,159,0.009,74,0.001
,0,1,2,3,4,5,6,7,8
0,1765831472,5,3057,1906,0.99,6,0.009,2,0.001
,0,1,2,3,4,5,6,7,8
0,11869789747,5,21907,9818,0.98,52,0.015,50,0.005
,0,1,2,3,4,5,6,7,8
0,14933507708,5,37033,18921,0.99,97,0.006,89,0.004
,0,1,2,3,4,5,6,7,8
0,6090959,5,41557,20809,0.98,137,0.015,118,0.005
,0,1,2,3,4,5,6,7,8
0,100004107219,5,8933,1554,0.98,17,0.019,2,0.001
,0,1,2,3,4,5,6,7,8
0,10022765915115,5,939,272,0.99,1,0.007,1,0.003
,0,1,2,3,4,5,6,7,8
0,903423,5,423263,249104,0.99,1168,0.008,592,0.002
,0,1,2,3,4,5,6,7,8
0,100008799976,5,229139,110951,0.99,609,0.008,308,0.002
,0,1,2,3,4,5,6,7,8
0,6974128,5,391982,234140,0.99,698,0.009,351,0.001
,0,1,2,3,4,5,6,7,8
0,22394003162,5,35,25,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,23843510779,5,1017,657,0.99,3,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,100008656013,5,182150,52678,0.99,212,0.009,93,0.001
,0,1,2,3,4,5,6,7,8
0,2792916,5,128725,81919,0.99,224,0.009,83,0.001
,0,1,2,3,4,5,6,7,8
0,100009136675,5,10933,1882,0.99,7,0.009,2,0.001
,0,1,2,3,4,5,6,7,8
0,2364914,5,278859,137011,0.99,327,0.009,187,0.001
,0,1,2,3,4,5,6,7,8
0,5663820,5,674770,375713,0.99,728,0.01,342,0.0
,0,1,2,3,4,5,6,7,8
0,1765913877,5,1786,1258,0.99,1,0.0,2,0.01
,0,1,2,3,4,5,6,7,8
0,10021821525095,5,6682,5294,0.99,7,0.009,7,0.001
,0,1,2,3,4,5,6,7,8
0,1590386,5,2219950,1195369,0.99,4183,0.008,2458,0.002
,0,1,2,3,4,5,6,7,8
0,100009233535,5,4897,691,0.98,1,0.001,6,0.019
,0,1,2,3,4,5,6,7,8
0,1313110,5,179872,121924,0.99,266,0.009,124,0.001
,0,1,2,3,4,5,6,7,8
0,100009628711,5,1482,1276,0.99,0,0.0,2,0.01
,0,1,2,3,4,5,6,7,8
0,100017473120,5,182162,52691,0.99,212,0.009,93,0.001
,0,1,2,3,4,5,6,7,8
0,100006854414,5,96892,18193,0.99,85,0.008,49,0.002
,0,1,2,3,4,5,6,7,8
0,16370052112,5,2792,2135,0.99,5,0.002,9,0.008
,0,1,2,3,4,5,6,7,8
0,7340167,5,1367875,291730,0.98,2689,0.015,1512,0.005
,0,1,2,3,4,5,6,7,8
0,2235844,5,179867,121919,0.99,266,0.009,124,0.001
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,37488494193,5,390,124,0.96,1,0.007,4,0.033
,0,1,2,3,4,5,6,7,8
0,100009428606,5,88054,51486,0.99,215,0.008,123,0.002
,0,1,2,3,4,5,6,7,8
0,100004843909,5,37957,7692,0.99,36,0.008,20,0.002
,0,1,2,3,4,5,6,7,8
0,4044853,5,515513,207489,0.98,1385,0.016,938,0.004
,0,1,2,3,4,5,6,7,8
0,100016789318,5,145080,100981,0.99,190,0.009,145,0.001
,0,1,2,3,4,5,6,7,8
0,3874990,5,925250,573687,0.98,3978,0.015,3054,0.005
,0,1,2,3,4,5,6,7,8
0,10025542916352,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,7695513,5,925252,573689,0.98,3978,0.015,3054,0.005
,0,1,2,3,4,5,6,7,8
0,16370052112,5,2792,2135,0.99,5,0.002,9,0.008
,0,1,2,3,4,5,6,7,8
0,100007620748,5,834104,485399,0.99,1784,0.008,1123,0.002
,0,1,2,3,4,5,6,7,8
0,1765831472,5,3057,1906,0.99,6,0.009,2,0.001
,0,1,2,3,4,5,6,7,8
0,10793703630,5,4722,3300,0.95,72,0.02,92,0.03
,0,1,2,3,4,5,6,7,8
0,10024985130319,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100016789384,5,145080,100981,0.99,190,0.009,145,0.001
,0,1,2,3,4,5,6,7,8
0,100008973297,5,1926,237,0.99,1,0.006,1,0.004
,0,1,2,3,4,5,6,7,8
0,1273858,5,553868,355336,0.99,1696,0.008,827,0.002
,0,1,2,3,4,5,6,7,8
0,100016718694,5,85587,49229,0.99,80,0.001,101,0.009
,0,1,2,3,4,5,6,7,8
0,100008538191,5,65831,15360,0.99,72,0.009,24,0.001
,0,1,2,3,4,5,6,7,8
0,7695495,5,78602,32114,0.99,130,0.008,94,0.002
,0,1,2,3,4,5,6,7,8
0,28735562341,5,55096,15997,0.96,242,0.014,302,0.026
,0,1,2,3,4,5,6,7,8
0,70199064572,5,6909,1349,0.97,11,0.007,17,0.023
,0,1,2,3,4,5,6,7,8
0,1313113,5,179887,121939,0.99,266,0.009,124,0.001
,0,1,2,3,4,5,6,7,8
0,1793278379,5,13391,9649,0.99,56,0.007,32,0.003
,0,1,2,3,4,5,6,7,8
0,100007661780,5,50856,33681,0.99,66,0.01,32,0.0
,0,1,2,3,4,5,6,7,8
0,100010259206,5,5453,1082,0.97,16,0.021,10,0.009
,0,1,2,3,4,5,6,7,8
0,12610268332,5,479613,248291,0.99,912,0.009,462,0.001
,0,1,2,3,4,5,6,7,8
0,100004996171,5,229140,110953,0.99,609,0.008,308,0.002
,0,1,2,3,4,5,6,7,8
0,58587372735,5,19160,4037,0.97,56,0.023,30,0.007
,0,1,2,3,4,5,6,7,8
0,1030850,5,99267,53150,0.99,309,0.007,163,0.003
,0,1,2,3,4,5,6,7,8
0,983120,5,28564,18032,0.99,37,0.002,39,0.008
,0,1,2,3,4,5,6,7,8
0,10026020337644,5,4,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,781896,5,834130,485425,0.99,1784,0.008,1123,0.002
,0,1,2,3,4,5,6,7,8
0,100015414926,5,14853,2826,0.99,17,0.007,10,0.003
,0,1,2,3,4,5,6,7,8
0,100002836855,5,13007,1834,0.99,4,0.009,3,0.001
,0,1,2,3,4,5,6,7,8
0,100013565488,5,185353,71258,0.99,197,0.009,121,0.001
,0,1,2,3,4,5,6,7,8
0,100016789384,5,145080,100981,0.99,190,0.009,145,0.001
,0,1,2,3,4,5,6,7,8
0,23782363515,5,20001,12660,0.99,58,0.009,19,0.001
,0,1,2,3,4,5,6,7,8
0,25455259738,5,71826,34929,0.99,167,0.007,126,0.003
,0,1,2,3,4,5,6,7,8
0,100008973297,5,1926,237,0.99,1,0.006,1,0.004
,0,1,2,3,4,5,6,7,8
0,69376223337,5,4929,1034,0.97,18,0.02,11,0.01
,0,1,2,3,4,5,6,7,8
0,100016718694,5,85587,49229,0.99,80,0.001,101,0.009
,0,1,2,3,4,5,6,7,8
0,548355,5,203621,116776,0.99,280,0.009,120,0.001
,0,1,2,3,4,5,6,7,8
0,40720273770,5,35,10,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,62433300885,5,11961,2125,0.97,19,0.008,36,0.022
,0,1,2,3,4,5,6,7,8
0,3804544,5,45759,24813,0.99,48,0.009,46,0.001
,0,1,2,3,4,5,6,7,8
0,531061,5,790482,427440,0.99,1875,0.009,816,0.001
,0,1,2,3,4,5,6,7,8
0,10021423317841,5,6642,875,0.98,13,0.019,1,0.001
,0,1,2,3,4,5,6,7,8
0,100002934271,5,110688,32949,0.99,111,0.009,59,0.001
,0,1,2,3,4,5,6,7,8
0,10023330738269,5,201,39,0.92,3,0.08,0,0.0
,0,1,2,3,4,5,6,7,8
0,100015057406,5,30098,5580,0.97,98,0.024,39,0.006
,0,1,2,3,4,5,6,7,8
0,100008496324,5,37958,7693,0.99,36,0.008,20,0.002
,0,1,2,3,4,5,6,7,8
0,326434,5,925252,573690,0.98,3978,0.015,3054,0.005
,0,1,2,3,4,5,6,7,8
0,1178899,5,925252,573690,0.98,3978,0.015,3054,0.005
,0,1,2,3,4,5,6,7,8
0,100010504780,5,14553,3395,0.99,17,0.006,14,0.004
,0,1,2,3,4,5,6,7,8
0,6111907,5,41554,20806,0.98,137,0.015,118,0.005
,0,1,2,3,4,5,6,7,8
0,100009556065,5,4174,598,0.98,9,0.016,3,0.004
,0,1,2,3,4,5,6,7,8
0,100012079426,5,17504,2910,0.99,8,0.009,5,0.001
,0,1,2,3,4,5,6,7,8
0,10021120081631,5,184,30,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,41391911661,5,11741,8539,0.99,29,0.003,35,0.007
,0,1,2,3,4,5,6,7,8
0,100000174639,5,185344,71249,0.99,197,0.009,121,0.001
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100003208271,5,18695,5040,0.99,15,0.009,8,0.001
,0,1,2,3,4,5,6,7,8
0,2236603,5,16017,8581,0.99,17,0.01,7,0.0
,0,1,2,3,4,5,6,7,8
0,72330888200,5,392,47,0.94,2,0.04,1,0.02
,0,1,2,3,4,5,6,7,8
0,100006854414,5,96892,18193,0.99,85,0.008,49,0.002
,0,1,2,3,4,5,6,7,8
0,64837328210,5,804,161,0.99,1,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,1021036,5,699907,378055,0.99,1562,0.008,852,0.002
,0,1,2,3,4,5,6,7,8
0,1759414261,5,8272,5609,0.99,38,0.008,12,0.002
,0,1,2,3,4,5,6,7,8
0,62935253946,5,5992,1116,0.96,24,0.028,15,0.012
,0,1,2,3,4,5,6,7,8
0,1002183856,5,41815,33208,0.97,574,0.019,385,0.011
,0,1,2,3,4,5,6,7,8
0,57842427035,5,1597,248,0.97,2,0.007,4,0.023
,0,1,2,3,4,5,6,7,8
0,10021245601216,5,4847,888,0.94,25,0.026,29,0.034
,0,1,2,3,4,5,6,7,8
0,11556040838,5,68700,44970,0.99,173,0.007,136,0.003
,0,1,2,3,4,5,6,7,8
0,1116717628,5,2915,1311,0.98,7,0.005,13,0.015
,0,1,2,3,4,5,6,7,8
0,10022867346784,5,2310,319,0.98,1,0.003,5,0.017
,0,1,2,3,4,5,6,7,8
0,29006118835,5,37321,11606,0.98,112,0.012,106,0.008
,0,1,2,3,4,5,6,7,8
0,26172503177,5,42317,24962,0.98,139,0.005,170,0.015
,0,1,2,3,4,5,6,7,8
0,18230955737,5,32261,10902,0.97,209,0.019,127,0.011
,0,1,2,3,4,5,6,7,8
0,10751769195,5,2371,788,0.97,11,0.019,9,0.011
,0,1,2,3,4,5,6,7,8
0,100005158464,5,6950,1339,0.98,12,0.015,8,0.005
,0,1,2,3,4,5,6,7,8
0,18230955735,5,32263,10904,0.97,209,0.019,127,0.011
,0,1,2,3,4,5,6,7,8
0,62142733225,5,6373,1022,0.97,9,0.008,12,0.022
,0,1,2,3,4,5,6,7,8
0,62142733220,5,6373,1022,0.97,9,0.008,12,0.022
,0,1,2,3,4,5,6,7,8
0,18230955736,5,32264,10905,0.97,209,0.019,127,0.011
,0,1,2,3,4,5,6,7,8
0,100009233535,5,4897,691,0.98,1,0.001,6,0.019
,0,1,2,3,4,5,6,7,8
0,43163586708,5,189,31,0.96,0,0.0,1,0.04
,0,1,2,3,4,5,6,7,8
0,100014808470,5,39463,25366,0.99,99,0.009,46,0.001
,0,1,2,3,4,5,6,7,8
0,100016579104,5,91610,32261,0.99,175,0.008,85,0.002
,0,1,2,3,4,5,6,7,8
0,63715548504,5,1403,226,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100008892964,5,5345,1053,0.97,18,0.024,7,0.006
,0,1,2,3,4,5,6,7,8
0,63339769456,5,640,114,0.99,0,0.0,1,0.01
,0,1,2,3,4,5,6,7,8
0,72473124566,5,20,3,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,28735562341,5,55096,15997,0.96,242,0.014,302,0.026
,0,1,2,3,4,5,6,7,8
0,1313109,5,179866,121918,0.99,266,0.009,124,0.001
,0,1,2,3,4,5,6,7,8
0,1313105,5,179879,121931,0.99,266,0.009,124,0.001
,0,1,2,3,4,5,6,7,8
0,1191009,5,1162798,630008,0.99,1641,0.009,907,0.001
,0,1,2,3,4,5,6,7,8
0,4786052,5,515514,207491,0.98,1385,0.016,938,0.004
,0,1,2,3,4,5,6,7,8
0,5339368,5,145074,100975,0.99,190,0.009,145,0.001
,0,1,2,3,4,5,6,7,8
0,1178902,5,925252,573692,0.98,3978,0.015,3054,0.005
,0,1,2,3,4,5,6,7,8
0,100009555845,5,1047857,526496,0.99,1607,0.009,967,0.001
,0,1,2,3,4,5,6,7,8
0,8800819,5,85433,50942,0.99,152,0.009,89,0.001
,0,1,2,3,4,5,6,7,8
0,10024209890895,5,403,74,0.98,0,0.0,1,0.02
,0,1,2,3,4,5,6,7,8
0,100012297862,5,47880,8806,0.99,42,0.008,21,0.002
,0,1,2,3,4,5,6,7,8
0,10026187851172,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,794450,5,175038,88975,0.99,211,0.009,101,0.001
,0,1,2,3,4,5,6,7,8
0,1158327,5,229134,110947,0.99,609,0.008,308,0.002
,0,1,2,3,4,5,6,7,8
0,531082,5,1018727,629958,0.99,3936,0.008,1702,0.002
,0,1,2,3,4,5,6,7,8
0,2236603,5,16017,8581,0.99,17,0.01,7,0.0
,0,1,2,3,4,5,6,7,8
0,10021121600761,5,9551,6593,0.98,49,0.007,75,0.013
,0,1,2,3,4,5,6,7,8
0,71569963244,5,8,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,72295065507,5,24497,2944,0.98,30,0.017,9,0.003
,0,1,2,3,4,5,6,7,8
0,100010646784,5,1059,247,0.98,3,0.017,1,0.003
,0,1,2,3,4,5,6,7,8
0,40302182393,5,23111,10866,0.99,40,0.007,38,0.003
,0,1,2,3,4,5,6,7,8
0,1250619702,5,1880,1591,0.99,4,0.009,2,0.001
,0,1,2,3,4,5,6,7,8
0,100007660838,5,77800,73298,0.99,159,0.009,74,0.001
,0,1,2,3,4,5,6,7,8
0,4656486,5,834138,485433,0.99,1784,0.008,1123,0.002
,0,1,2,3,4,5,6,7,8
0,10021159249090,5,15824,3158,0.98,42,0.016,13,0.004
,0,1,2,3,4,5,6,7,8
0,100004023389,5,185355,71260,0.99,197,0.009,121,0.001
,0,1,2,3,4,5,6,7,8
0,100008826207,5,1027,181,0.99,1,0.01,0,0.0
,0,1,2,3,4,5,6,7,8
0,100013662720,5,103892,58266,0.98,284,0.004,381,0.016
,0,1,2,3,4,5,6,7,8
0,10022867346784,5,2310,319,0.98,1,0.003,5,0.017
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,100003208271,5,18695,5040,0.99,15,0.009,8,0.001
,0,1,2,3,4,5,6,7,8
0,70907818031,5,71,15,0.88,1,0.062,1,0.058
,0,1,2,3,4,5,6,7,8
0,11904025921,5,5028,1923,0.99,8,0.007,6,0.003
,0,1,2,3,4,5,6,7,8
0,1465878678,5,2901,2050,0.98,10,0.004,12,0.016
,0,1,2,3,4,5,6,7,8
0,1994818,5,22390,11007,0.99,80,0.008,25,0.002
,0,1,2,3,4,5,6,7,8
0,58064121904,5,15920,4404,0.97,33,0.007,63,0.023
,0,1,2,3,4,5,6,7,8
0,1759414261,5,8272,5610,0.99,38,0.008,12,0.002
,0,1,2,3,4,5,6,7,8
0,40629252502,5,12481,2244,0.98,16,0.007,19,0.013
,0,1,2,3,4,5,6,7,8
0,59599833534,5,5235,1058,0.99,5,0.009,2,0.001
,0,1,2,3,4,5,6,7,8
0,12186352928,5,1322,558,0.99,0,0.0,3,0.01
,0,1,2,3,4,5,6,7,8
0,11266828693,5,217,122,0.96,0,0.0,4,0.04
,0,1,2,3,4,5,6,7,8
0,31472441437,5,1345,533,0.96,6,0.01,13,0.03
,0,1,2,3,4,5,6,7,8
0,1116717628,5,2915,1311,0.98,7,0.005,13,0.015
,0,1,2,3,4,5,6,7,8
0,3758057,5,385773,234979,0.99,526,0.009,274,0.001
,0,1,2,3,4,5,6,7,8
0,3758059,5,385773,234979,0.99,526,0.009,274,0.001
,0,1,2,3,4,5,6,7,8
0,59599833533,5,5234,1057,0.99,5,0.009,2,0.001
,0,1,2,3,4,5,6,7,8
0,23782363515,5,20001,12660,0.99,58,0.009,19,0.001
,0,1,2,3,4,5,6,7,8
0,10024492766528,5,286,87,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,100005158464,5,6950,1339,0.98,12,0.015,8,0.005
,0,1,2,3,4,5,6,7,8
0,4011641,5,385773,234979,0.99,526,0.009,274,0.001
,0,1,2,3,4,5,6,7,8
0,100008429731,5,14258,1781,0.97,36,0.024,11,0.006
,0,1,2,3,4,5,6,7,8
0,100003249787,5,85601,49243,0.99,80,0.001,101,0.009
,0,1,2,3,4,5,6,7,8
0,100016718722,5,85600,49242,0.99,80,0.001,101,0.009
,0,1,2,3,4,5,6,7,8
0,59372371153,5,124671,20631,0.98,181,0.014,139,0.006
,0,1,2,3,4,5,6,7,8
0,42693872432,5,8726,1484,0.98,12,0.017,5,0.003
,0,1,2,3,4,5,6,7,8
0,25097428734,5,22649,12405,0.98,96,0.007,97,0.013
,0,1,2,3,4,5,6,7,8
0,21113767478,5,1283,368,0.98,5,0.018,1,0.002
,0,1,2,3,4,5,6,7,8
0,10024492007611,5,162,30,0.96,1,0.04,0,0.0
,0,1,2,3,4,5,6,7,8
0,508485,5,649074,448017,0.99,1867,0.009,781,0.001
,0,1,2,3,4,5,6,7,8
0,37185076844,5,4282,922,0.98,6,0.015,5,0.005
,0,1,2,3,4,5,6,7,8
0,46569720265,5,406,58,0.98,1,0.02,0,0.0
,0,1,2,3,4,5,6,7,8
0,10024957201902,5,2307,302,0.96,6,0.021,6,0.019
,0,1,2,3,4,5,6,7,8
0,57648491187,5,3221,534,0.94,15,0.026,16,0.034
,0,1,2,3,4,5,6,7,8
0,18307506865,5,578,155,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,10025896655910,5,14,12,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1478541451,5,38701,18132,0.99,37,0.002,57,0.008
,0,1,2,3,4,5,6,7,8
0,10020582440134,5,3080,336,0.93,21,0.062,3,0.008
,0,1,2,3,4,5,6,7,8
0,100003943166,5,6787,967,0.99,5,0.008,2,0.002
,0,1,2,3,4,5,6,7,8
0,100002565017,5,6787,967,0.99,5,0.008,2,0.002
,0,1,2,3,4,5,6,7,8
0,35319166331,5,4889,1302,0.97,11,0.008,19,0.022
,0,1,2,3,4,5,6,7,8
0,70907818031,5,71,15,0.88,1,0.062,1,0.058
,0,1,2,3,4,5,6,7,8
0,11904025921,5,5028,1923,0.99,8,0.007,6,0.003
,0,1,2,3,4,5,6,7,8
0,7695495,5,78602,32114,0.99,130,0.008,94,0.002
,0,1,2,3,4,5,6,7,8
0,1465878678,5,2901,2050,0.98,10,0.004,12,0.016
,0,1,2,3,4,5,6,7,8
0,1994818,5,22390,11007,0.99,80,0.008,25,0.002
,0,1,2,3,4,5,6,7,8
0,58064121904,5,15920,4404,0.97,33,0.007,63,0.023
,0,1,2,3,4,5,6,7,8
0,40629252502,5,12481,2244,0.98,16,0.007,19,0.013
,0,1,2,3,4,5,6,7,8
0,30195248165,5,16146,6436,0.98,65,0.013,46,0.007
,0,1,2,3,4,5,6,7,8
0,4491965,5,166559,102411,0.99,270,0.009,156,0.001
,0,1,2,3,4,5,6,7,8
0,12186352928,5,1322,558,0.99,0,0.0,3,0.01
,0,1,2,3,4,5,6,7,8
0,59599833534,5,5235,1058,0.99,5,0.009,2,0.001
,0,1,2,3,4,5,6,7,8
0,11266828693,5,217,122,0.96,0,0.0,4,0.04
,0,1,2,3,4,5,6,7,8
0,31472441437,5,1345,533,0.96,6,0.01,13,0.03
,0,1,2,3,4,5,6,7,8
0,59599833533,5,5234,1057,0.99,5,0.009,2,0.001
,0,1,2,3,4,5,6,7,8
0,72202449999,5,4131,2233,0.98,14,0.006,27,0.014
,0,1,2,3,4,5,6,7,8
0,23782363515,5,20001,12660,0.99,58,0.009,19,0.001
,0,1,2,3,4,5,6,7,8
0,100008826249,5,3495,519,0.99,0,0.0,2,0.01
,0,1,2,3,4,5,6,7,8
0,7406019,5,385769,234975,0.99,526,0.009,274,0.001
,0,1,2,3,4,5,6,7,8
0,100016718722,5,85600,49242,0.99,80,0.001,101,0.009
,0,1,2,3,4,5,6,7,8
0,59372371153,5,124671,20631,0.98,181,0.014,139,0.006
,0,1,2,3,4,5,6,7,8
0,1,4,1,1,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1178886,5,868671,494236,0.99,1574,0.009,983,0.001
,0,1,2,3,4,5,6,7,8
0,17746074868,5,132731,45945,0.99,166,0.003,193,0.007
,0,1,2,3,4,5,6,7,8
0,1178879,5,1400387,816926,0.99,2379,0.009,1587,0.001
,0,1,2,3,4,5,6,7,8
0,730614,5,1977413,1270184,0.99,6085,0.007,4077,0.003
,0,1,2,3,4,5,6,7,8
0,100017938628,5,0,0,1.0,0,0.0,0,0.0
,0,1,2,3,4,5,6,7,8
0,1950414,5,217364,104920,0.99,369,0.007,347,0.003
,0,1,2,3,4,5,6,7,8
0,1178893,5,925253,573695,0.98,3978,0.015,3054,0.005
,0,1,2,3,4,5,6,7,8
0,539384,5,614736,309618,0.99,742,0.009,450,0.001
,0,1,2,3,4,5,6,7,8
0,4695858,5,914228,377199,0.99,1146,0.009,693,0.001
,0,1,2,3,4,5,6,7,8
0,326467,5,1602322,926856,0.99,3122,0.009,1571,0.001
,0,1,2,3,4,5,6,7,8
0,1178877,5,705226,474258,0.99,1662,0.008,1026,0.002
,0,1,2,3,4,5,6,7,8
0,1178880,5,389181,203596,0.99,729,0.009,382,0.001
,0,1,2,3,4,5,6,7,8
